
譯ハ゜ーティーは全滅しました！{0x5}{0x0}{0xf},  0x31d
拾孔孔孔孔孔孔孔孝皇行鴻酷坤叉催砕{0xc}斬偲殺孔孔孔輯銃舜拾孔孔孔拷拾孔孔孔孔孔孔砂拾孔孔孔孔孔孔載錠拾孔孔孔孔孔{0x1a}真職孔孔孔孔孔航職孔孔孔孔孔孔孔孔孔孔削{0x1c}銭想束柁替第薦孔孔孔錯辰脱孔孔孔刻{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0xa}{0x0}４{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}４{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}４{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}４{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}４{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}４{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}４{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}４香{0x18}{0x0}{0x0}{0x3}{0x0}{0x5}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0xc}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x6}{0x0}{0x0}{0x0}{0x2}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x18}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x7}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x6}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0xc}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x18}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0xc}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x2}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x4}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x12}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x18}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x9}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0xf}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}□{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0xc}{0x0}潤{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}潤{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}潤{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}潤{0x2}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0xf}{0x0}{0x0}{0x0}{0x0}{0x0}{0x8}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x10}{0x0}{0x0}{0x0}{0x8}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}ｘ潤{0x1}{0x0}{0xc}{0x0}{0x0}{0x0}{0x0}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x6}{0x0}{0x0}{0x0}ぬ潤{0x5}{0x0}{0xc}{0x0}{0x8}{0x0}{0x0}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}る潤{0x7}{0x0}{0xc}{0x0}{0x8}{0x0}{0x0}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x5}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0xa}吹{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x2}{0x4}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x4}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x10}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}潤{0x3}{0xc}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}潤{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x2}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}ｂ吹{0x1}{0x0}{0x0}{0x0}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}吹{0x1}{0x0}{0x0}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}早{0x1}{0x0}{0x0}{0x0}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}早{0x1}{0x0}{0x0}{0x0}{0x14}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x1}{0x0}{0x0}{0x0}{0x1e}{0x0}{0x0}{0x0}ｉ{0x0}{0x0}{0x0}{0x0}{0x18}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x5}{0x0}{0xf}{0x0}じ{0x0}{0x0}{0x0}{0x18}{0x0}{0x0}{0x0}{0x0}{0x0}じ{0x0}{0x0}{0x0}{0x18}{0x0}{0x0}{0x0}{0x0}{0x0}じ{0x0}{0x0}{0x0}{0x0}{0x18}{0x0}{0x0}{0x0}{0x0}{0x0}じ{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x4}{0x0}{0x5}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x5}{0x0}{0x18}{0x0}{0x13}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x3}{0x0}{0x0}{0x0}├{0x0}{0x4}{0x0}{0x0}{0x0},  0x39260
├挨{0x0}{0x4}{0x0}{0x0}{0x0}硯{0x0}{0x4}{0x0}{0x0}{0x0},  0x39280
├挨{0x0}{0x2}{0x0}{0x0}{0x0}硯{0x0}{0x2}{0x0}{0x0}{0x0}ぇ{0x0}{0x2}{0x0}{0x0}{0x0},  0x392a8
冠磁{0x0}{0x2}{0x0}{0x0}{0x0}ぇ,  0x392c1
磁是{0x0}{0x2}{0x0}{0x0}{0x0}徴{0x0}{0x2}{0x0}{0x0}{0x0}櫨{0x2}{0x0}{0x0}箕{0x1}{0x0}{0x0}律{0x0}{0x0}{0x0}{0x0}丼{0x0}{0x3}{0x0}{0x0}{0x0}勍{0x0}{0x3}{0x0}{0x0}{0x0}悋{0x0}{0x3}{0x0}{0x0}{0x0}擂{0x0}{0x3}{0x0}{0x0}{0x0},  0x39318
爭仰や墾かか擱,  0x395f4
か艪窒邁,  0x39627
飴Å茜払,  0x39670
情Å墳未韋Ｅ艪窒,  0x3971a
払Ｅいり闊怩{0x1e},  0x39774
筱く項艪窒{0x8},  0x397e9
硫湊{0x1}{0x0}高{0x1e}怩{0x1e},  0x39808
箕かい律Ｅ艪窒,  0x398c6
律かい椈Ｅかくくかか后{0x1e}{0xc}{0x0},  0x399ae
なたたＩえ艪窒,  0x39a5a
丼勵洪{0x1e},  0x39a72
Ｅい后工繧茵,  0x39abb
岻ｍ{0x1e},  0x39ade
た繧恒ぎ項項韋ぇ茵洪答,  0x39bc5
茵を洪答艪窒{0x3}峅{0x3}勍,  0x39c4f
かい答ひ擠,  0x39cb3
Ｅ艪窒,  0x39cf5
嗇かい悋茵か{0x0}{0x0}{0x15}{0x0},  0x39d5c
ひ棠,  0x39d6f
Ｅ弃い后痰茵{0x1e},  0x39db4
痰り靜{0x1e},  0x39dd0
艪窒,  0x39dec
嗇かい梢,  0x39e1e
傷茵は傷,  0x39e63
Ｅ並{0x0},  0x39e7d
請か繧,  0x39ebb
か座か繧,  0x39eed
か畋,  0x39f04
か艪窒,  0x39f3a
嗇覆{0x1e}{0x4}{0x0},  0x39f4c
后り霾,  0x39f5b
く悗{0x7}今{0x7},  0x39f73
くな,  0x39f88
か体あ{0x8}{0x0}{0x10}あ{0xa}{0x0}あ{0x10}{0x0}体{0x9}{0x0}{0x10}あ{0xb}{0x0}あ{0x11}{0x0}体,  0x39fc2
な項かか{0x0}{0x0}{0x0}か{0x10}{0x10}{0x0}や,  0x3a016
い体韋,  0x3a02e
を韋期{0x0}拇{0x6}霾拇{0x6},  0x3a05d
ぅ艪窒{0x8}{0x18}{0x2}{0x0}{0x8},  0x3a0a5
や后韋,  0x3a0d1
韋威,  0x3a0f0
醒昧佳昧鋼降Ｅかか┗,  0x3a186
艪艪窒,  0x3a1bb
かい椡,  0x3a1ea
艪港綱徑{0x1e},  0x3a224
惶紘{0x1e}刎,  0x3a23b
冪恒{0x1e},  0x3a253
圧繧,  0x3a25f
艪惶紘{0x1e}刎恒{0x1e}{0x2}{0x0}{0x1e},  0x3a2a6
圧繧,  0x3a2b6
艪惶紘{0x1e}刎恒{0x1e},  0x3a2ea
佳鋼圧繧,  0x3a322
艪降窒,  0x3a33e
昧芋高{0x1e}昧{0x18}{0x1e}{0x18},  0x3a36b
冪岔后{0x1e},  0x3a37d
坑冪冫{0x1e}韋,  0x3a395
跖靜{0x1e},  0x3a3a1
Ｅ徘{0x1e},  0x3a3c1
荒艪窒{0x8},  0x3a3ec
膏荒く擴平キキタイ{0xf}{0x0}テ゛ハ゛ク゛{0xf}{0x0}テ゛ィ−ン{0xf}{0x0}{0x9}{0x1}{0x6}{0x1e}{0x15}{0x0}{0xf}{0x0}{0x0}{0x2}{0x2}{0x1c}{0x2}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x0}{0x1}{0x3}{0x7}{0x1}{0x1}{0x2}{0x0}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x1}{0x1e}{0x4}{0x8}{0x1}{0x6}{0x18}{0x15}{0x1}{0x0}{0x2}名前を入力してくた゛さい。{0x1}{0x1}{0x2}ア　イ　ウ　エ　オ　　ワ　ヲ　ン　ウ゛　ー{0x4}カ　キ　ク　ケ　コ　　カ゛　キ゛　ク゛　ケ゛　コ゛{0x4}サ　シ　ス　セ　ソ　　サ゛　シ゛　ス゛　セ゛　ソ゛{0x4}タ　チ　ツ　テ　ト　　タ゛　チ゛　ツ゛　テ゛　ト゛{0x4}ナ　ニ　ヌ　ネ　ノ　　ハ゛　ヒ゛　フ゛　ヘ゛　ホ゛{0x4}ハ　ヒ　フ　ヘ　ホ　　ハ゜　ヒ゜　フ゜　ヘ゜　ホ゜{0x4}マ　ミ　ム　メ　モ　　ァ　ィ　ゥ　ェ　ォ{0x4}ヤ　ユ　ヨ　・　．　　ャ　ュ　ョ　ッ　　{0x4}ラ　リ　ル　レ　ロ　　　　　　　　ＥＮＤ{0x0}{0x1}{0x16}{0x2}{0x8}{0x2}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x1}{0x1}{0x2}{0xf}　　　　　　　　　　　　　　　　　　　　　　　　　　ア　イ　ウ　エ　オ　ワ　ヲ　ン　ウ゛−　　　　　カ　キ　ク　ケ　コ　カ゛キ゛ク゛ケ゛コ゛　　　　サ　シ　ス　セ　ソ　サ゛シ゛ス゛セ゛ソ゛　　　　タ　チ　ツ　テ　ト　タ゛チ゛ツ゛テ゛ト゛　　　　ナ　ニ　ヌ　ネ　ノ　ハ゛ヒ゛フ゛ヘ゛ホ゛　　　　ハ　ヒ　フ　ヘ　ホ　ハ゜ヒ゜フ゜ヘ゜ホ゜　　　　マ　ミ　ム　メ　モ　ァ　ィ　ゥ　ェ　ォ　　　　　ヤ　ユ　ヨ　・　．　ャ　ュ　ョ　ッ　　　　　　　ラ　リ　ル　レ　ロ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　{0xc}{0xb}{0x10}{0xd}{0xd}{0x10}{0x10}{0x10}{0x10}{0x10}{0x10}{0x10}{0x10}{0x10}{0x10}{0x10}{0x16}{0x16}{0x10}{0x16}{0x16}{0xf}{0x2}{0x7}{0xf}{0x4}{0x7}{0xf}{0x6}{0x7}{0xf}{0x8}{0x7}{0xf}{0xa}{0x7}{0xf}{0xd}{0x7}{0xf}{0xf}{0x7}{0xf}{0x11}{0x7}{0xf}{0x13}{0x7}{0xf}{0x15}{0x7}{0x10}{0xd}{0xd}{0x10}{0xf}{0x2}{0x9}{0xf}{0x4}{0x9}{0xf}{0x6}{0x9}{0xf}{0x8}{0x9}{0xf}{0xa}{0x9}{0xf}{0xd}{0x9}{0xf}{0xf}{0x9}{0xf}{0x11}{0x9}{0xf}{0x13}{0x9}{0xf}{0x15}{0x9}{0x10}{0x19}{0x19}{0x10}{0xf}{0x2}{0xb}{0xf}{0x4}{0xb}{0xf}{0x6}{0xb}{0xf}{0x8}{0xb}{0xf}{0xa}{0xb}{0xf}{0xd}{0xb}{0xf}{0xf}{0xb}{0xf}{0x11}{0xb}{0xf}{0x13}{0xb}{0xf}{0x15}{0xb}{0x10}{0x10}{0xf}{0x2}{0xd}{0xf}{0x4}{0xd}{0xf}{0x6}{0xd}{0xf}{0x8}{0xd}{0xf}{0xa}{0xd}{0xf}{0xd}{0xd}{0xf}{0xf}{0xd}{0xf}{0x11}{0xd}{0xf}{0x13}{0xd}{0xf}{0x15}{0xd}{0x10}{0x10}{0xf}{0x2}{0xf}{0xf}{0x4}{0xf}{0xf}{0x6}{0xf}{0xf}{0x8}{0xf}{0xf}{0xa}{0xf}{0xf}{0xd}{0xf}{0xf}{0xf}{0xf}{0xf}{0x11}{0xf}{0xf}{0x13}{0xf}{0xf}{0x15}{0xf}{0x10}{0x10}{0xf}{0x2}{0x11}{0xf}{0x4}{0x11}{0xf}{0x6}{0x11}{0xf}{0x8}{0x11}{0xf}{0xa}{0x11}{0xf}{0xd}{0x11}{0xf}{0xf}{0x11}{0xf}{0x11}{0x11}{0xf}{0x13}{0x11}{0xf}{0x15}{0x11}{0x10}{0x10}{0xf}{0x2}{0x13}{0xf}{0x4}{0x13}{0xf}{0x6}{0x13}{0xf}{0x8}{0x13}{0xf}{0xa}{0x13}{0xf}{0xd}{0x13}{0xf}{0xf}{0x13}{0xf}{0x11}{0x13}{0xf}{0x13}{0x13}{0xf}{0x15}{0x13}{0x10}{0x10}{0xf}{0x2}{0x15}{0xf}{0x4}{0x15}{0xf}{0x6}{0x15}{0xf}{0x8}{0x15}{0xf}{0xa}{0x15}{0xf}{0xd}{0x15}{0xf}{0xf}{0x15}{0xf}{0x11}{0x15}{0xf}{0x13}{0x15}{0xf}{0x15}{0x15}{0x10}{0x10}{0xf}{0x2}{0x17}{0xf}{0x4}{0x17}{0xf}{0x6}{0x17}{0xf}{0x8}{0x17}{0xf}{0xa}{0x17}{0x10}{0x10}{0x10}{0xf}{0x13}{0x17}{0x10}{0x10}{0x10}{0x16}{0x16}{0x10}{0xd}{0xd}{0x10}{0xe}{0xe}{0x10}{0xf}{0xf}{0x10}{0x10}{0x10}{0x10}{0x11}{0x11}{0x10}{0x12}{0x12}{0x10}{0x13}{0x13}{0x10}{0x14}{0x14}{0x10}{0x15}{0x15}{0x10}{0x16}{0x16}{0x10}{0xd}{0xd}{0x0}{0x1}{0x4}{0x7}{0x1}{0x1}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0xf}{0x4}{0x1}{0x0}{0x2}性別を選択してくた゛さい。{0x1}{0x1}{0x2}男性　　女性{0xf}{0x2}{0x1}{0x1}{0x3}{0x7}{0x2}{0x9}{0x7}{0x0}{0x1}{0x4}{0x7}{0x1}{0x1}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0x17}{0x10}{0x1}{0x0}{0x2}種族を選択してくた゛さい。{0x1}{0x1}{0x2}{0x3}{0x4}{0x13}{0x5}{0x2}説明{0x5}{0x0}{0x3}{0xd}{0xf}／人間育ち{0x4}／エルフ育ち{0x4}{0x3}{0x4}{0x7}{0xf}{0x9}{0x12}{0x7}{0x4}{0x4}{0x0}{0xf}{0x9}{0x12}{0x7}{0x4}{0x4}{0xf},  0x3aaf3
人間{0x4}{0xf}エルフ{0x4}{0xf}ト゛ワーフ{0x4}{0xf}ク゛ラスランナー{0x4}{0xf}ハーフエルフ{0x4}{0xf}{0x1}{0x7}{0x4}{0x3}{0x7}{0xc}{0x3}{0x9}{0xc}{0x3}{0xb}{0xc}{0x3}{0xd}{0xc}{0x3}{0xf}{0xc}{0x3}{0x11}{0x8}{0x3}{0x13}{0x0}{0x1}{0x2}{0x7}{0x17}{0x8}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0x19}{0xa}{0x1}{0x0}{0x2}{0x5}{0x2}＝説明＝{0x5}{0x0}{0xf},  0x3ab72
人間：{0x4}　平均的な能力を持ち、すへ゛ての{0x4}　技能を修得する事か゛て゛きる。{0xf}{0x1}{0x1}{0x2}エルフ：{0x4}　魔法に長けた種族た゛か゛、その反{0x4}　面、体力的におとる。フ゜リース{0x4}　ト技能は修得て゛きない。{0xf}{0x1}{0x1}{0x2}ト゛ワーフ：{0x4}　強し゛んな肉体と精神力を持つ。{0x4}　ソーサラーとシャーマン技能は{0x4}　修得する事か゛て゛きない。{0xf}{0x1}{0x1}{0x2}ク゛ラスランナー：{0x4}　すは゛やく、手先の器用な種族。{0x4}　魔法を使う技能は修得する事か゛{0x4}　て゛きない。{0xf}{0x1}{0x1}{0x2}ハーフエルフ：{0x4}　人間とエルフの中間的な能力を{0x4}　持つ。育ちによって修得て゛きる{0x4}　技能か゛変わる。{0xf}{0x0}{0x1}{0x4}{0x7}{0x1}{0x1}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0xd}{0x8}{0x1}{0x0}{0x2}能力値を作成します。{0x1}{0x1}{0x2}オート{0x4}マニュアル{0x4}{0x5}{0x2}説明{0x5}{0x0}{0xf}{0x1}{0x3}{0x4}{0x3}{0x7}{0xc}{0x3}{0x9}{0x8}{0x3}{0xb},  0x3adbf
オート：{0x4}　能力値や生まれ、所持金なと゛の{0x4}　ロールは自動て゛行なう。{0xf}{0x1}{0x1}{0x2}マニュアル：{0x4}　キャラクター作成に必要なロー{0x4}　ルは、全てフ゜レイヤーか゛行う。{0xf}{0x1}{0x0}{0x2}能力値の作成　オートモート゛{0xf}{0x1}{0x0}{0x2}能力値の作成　マニュアルモート゛{0xf}{0x0}{0x1}{0x2}{0x7}{0x1}{0x1}{0x2}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0x1c}{0x14}{0x8}{0x2}{0x7}{0x4}{0x3}{0x8}{0x2}{0xa}{0x4}{0x6}{0x8}{0x2}{0x10}{0x4}{0x3}{0x8}{0x2}{0x13}{0x4}{0x6}{0x8}{0x7}{0x7}{0x4}{0x6}{0x8}{0x7}{0xd}{0x4}{0x3}{0x8}{0x7}{0x10}{0x4}{0x6}{0x8}{0x7}{0x16}{0x4}{0x3}{0x3}{0x4}{0x6}Ａ{0x3}{0x9}{0x6}Ｂ{0x3}{0x4}{0x9}Ｃ{0x3}{0x9}{0xc}Ｄ{0x3}{0x4}{0xf}Ｅ{0x3}{0x9}{0xf}Ｆ{0x3}{0x4}{0x12}Ｇ{0x3}{0x9}{0x15}Ｈ{0x3}{0x6}{0x7}＋{0x3}{0x6}{0xa}＋{0x3}{0x6}{0xd}＋{0x3}{0x6}{0x10}＋{0x3}{0x6}{0x13}＋{0x3}{0x6}{0x16}＋{0x3}{0xb}{0x7}＝{0x3}{0xb}{0xa}＝{0x3}{0xb}{0xd}＝{0x3}{0xb}{0x10}＝{0x3}{0xb}{0x13}＝{0x3}{0xb}{0x16}＝{0xe}{0x1}{0x3}{0xc}{0x7}器用度{0x3}{0xc}{0xa}敏捷度{0x3}{0xc}{0xd}知力{0x3}{0xc}{0x10}筋力{0x3}{0xc}{0x13}生命力{0x3}{0xc}{0x16}精神力{0x3}{0x13}{0x7}{0xf}生まれ{0x4}{0x3}{0x13}{0xa}所持金{0x4}{0x3}{0x13}{0x16}作成{0x3}{0x18}{0x16}{0x5}{0x2}説明{0x5}{0x0}{0xf},  0x3af9e
